return_id,sales_order_number,sales_order_line_number,shipment_id,customer_key,product_key,product_category_key,sales_territory_key,currency_key,return_reason_id,return_request_date,return_received_date,refund_date,original_order_quantity,return_quantity,original_line_sales_amount,refund_amount,resolution,return_status,synthetic_note,data_origin,generator_version,scenario_id,seed,generated_at
RET-001181,SO62431,1,SHP-015772,24531,472,3,8,100,RR-003,2013-08-11,2013-08-21,2013-08-24,1,1,63.5,61.59,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001182,SO62444,1,SHP-015785,15889,361,1,6,19,RR-003,2013-08-09,2013-08-15,2013-08-18,1,1,2294.99,2226.14,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001183,SO62444,2,SHP-015785,15889,483,4,6,19,RR-004,2013-08-08,2013-08-17,2013-08-21,1,1,120,116.4,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001184,SO62456,1,SHP-015797,24506,382,1,9,6,RR-006,2013-08-17,2013-08-20,2013-08-22,1,1,1120.49,1086.88,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001185,SO62507,3,SHP-015848,12945,472,3,6,19,RR-002,2013-08-12,2013-08-22,2013-08-25,1,1,63.5,61.59,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001186,SO62507,4,SHP-015848,12945,217,4,6,19,RR-004,2013-08-15,2013-08-24,2013-08-28,1,1,34.99,33.94,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001187,SO62516,4,SHP-015857,20241,489,3,9,6,RR-001,2013-08-07,2013-08-10,2013-08-12,1,1,53.99,52.37,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001188,SO62534,1,SHP-015875,25131,528,4,9,6,RR-003,2013-08-09,2013-08-15,2013-08-18,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001189,SO62535,1,SHP-015876,16709,477,4,9,6,RR-006,2013-08-07,2013-08-14,2013-08-16,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001190,SO62572,1,SHP-015913,23268,606,1,4,100,RR-005,2013-08-09,2013-08-13,2013-08-14,1,1,539.99,523.79,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001191,SO62572,2,SHP-015913,23268,529,4,4,100,RR-006,2013-08-12,2013-08-15,2013-08-17,1,1,3.99,3.87,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001192,SO62572,3,SHP-015913,23268,538,4,4,100,RR-003,2013-08-11,2013-08-17,2013-08-20,1,1,21.49,20.85,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001193,SO62590,1,SHP-015931,27677,538,4,1,100,RR-005,2013-08-16,2013-08-20,2013-08-21,1,1,21.49,20.85,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001194,SO62590,2,SHP-015931,27677,225,3,1,100,RR-001,2013-08-19,2013-08-22,2013-08-24,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001195,SO62590,3,SHP-015931,27677,489,3,1,100,RR-002,2013-08-18,2013-08-24,2013-08-27,1,1,53.99,52.37,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001196,SO62599,1,SHP-015940,21460,477,4,4,100,RR-004,2013-08-17,2013-08-22,2013-08-26,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001197,SO62599,2,SHP-015940,21460,478,4,4,100,RR-003,2013-08-18,2013-08-28,2013-08-31,1,1,9.99,9.69,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001198,SO62600,1,SHP-015941,18405,477,4,4,100,RR-005,2013-08-09,2013-08-13,2013-08-14,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001199,SO62609,3,SHP-015950,16247,225,3,6,19,RR-006,2013-08-18,2013-08-25,2013-08-27,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001200,SO62609,4,SHP-015950,16247,478,4,6,19,RR-005,2013-08-19,2013-08-23,2013-08-24,1,1,9.99,9.69,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001201,SO62616,1,SHP-015957,12441,359,1,4,100,RR-004,2013-08-17,2013-08-26,2013-08-30,1,1,2294.99,2226.14,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001202,SO62616,2,SHP-015957,12441,480,4,4,100,RR-003,2013-08-18,2013-08-24,2013-08-27,1,1,2.29,2.22,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001203,SO62673,1,SHP-016014,17352,380,1,9,6,RR-003,2013-08-15,2013-08-25,2013-08-28,1,1,2443.35,2370.05,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001204,SO62692,2,SHP-016033,14348,475,3,9,6,RR-002,2013-08-08,2013-08-18,2013-08-21,1,1,69.99,67.89,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001205,SO62692,3,SHP-016033,14348,467,3,9,6,RR-001,2013-08-09,2013-08-16,2013-08-18,1,1,24.49,23.76,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001206,SO62697,2,SHP-016038,19104,482,3,9,6,RR-001,2013-08-13,2013-08-20,2013-08-22,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001207,SO62716,1,SHP-016057,18663,225,3,4,100,RR-005,2013-08-14,2013-08-18,2013-08-19,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001208,SO62716,2,SHP-016057,18663,477,4,4,100,RR-006,2013-08-17,2013-08-20,2013-08-22,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001209,SO62763,2,SHP-016104,17830,231,3,7,100,RR-006,2013-08-24,2013-08-31,2013-09-02,1,1,49.99,48.49,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001210,SO62778,2,SHP-016119,11223,467,3,6,19,RR-001,2013-08-14,2013-08-21,2013-08-23,1,1,24.49,23.76,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001211,SO62794,2,SHP-016135,22561,529,4,7,100,RR-004,2013-08-08,2013-08-17,2013-08-21,1,1,3.99,3.87,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001212,SO62803,1,SHP-016144,22128,599,1,6,19,RR-004,2013-08-25,2013-09-03,2013-09-07,1,1,539.99,523.79,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001213,SO62803,3,SHP-016144,22128,225,3,6,19,RR-006,2013-08-09,2013-08-12,2013-08-14,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001214,SO62820,1,SHP-016161,24382,538,4,9,6,RR-005,2013-08-24,2013-08-28,2013-08-29,1,1,21.49,20.85,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001215,SO62820,2,SHP-016161,24382,480,4,9,6,RR-006,2013-08-27,2013-08-30,2013-09-01,1,1,2.29,2.22,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001216,SO62820,3,SHP-016161,24382,483,4,9,6,RR-003,2013-08-26,2013-09-01,2013-09-04,1,1,120,116.4,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001217,SO62844,1,SHP-016185,25781,477,4,10,98,RR-003,2013-08-20,2013-08-30,2013-09-02,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001218,SO62844,2,SHP-016185,25781,217,4,10,98,RR-004,2013-08-19,2013-08-24,2013-08-28,1,1,34.99,33.94,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001219,SO62866,1,SHP-016207,25863,578,1,1,100,RR-003,2013-08-14,2013-08-20,2013-08-23,1,1,1214.85,1178.4,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001220,SO62866,2,SHP-016207,25863,477,4,1,100,RR-004,2013-08-13,2013-08-22,2013-08-26,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001221,SO62866,3,SHP-016207,25863,479,4,1,100,RR-005,2013-08-12,2013-08-16,2013-08-17,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001222,SO62866,4,SHP-016207,25863,480,4,1,100,RR-006,2013-08-11,2013-08-18,2013-08-20,1,1,2.29,2.22,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001223,SO62877,1,SHP-016218,28591,214,4,4,100,RR-005,2013-08-10,2013-08-14,2013-08-15,1,1,34.99,33.94,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001224,SO62881,2,SHP-016222,21890,537,4,9,6,RR-005,2013-08-20,2013-08-24,2013-08-25,1,1,35,33.95,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001225,SO62933,1,SHP-016274,13620,359,1,9,6,RR-004,2013-08-21,2013-08-26,2013-08-30,1,1,2294.99,2226.14,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001226,SO62933,2,SHP-016274,13620,485,4,9,6,RR-003,2013-08-22,2013-09-01,2013-09-04,1,1,21.98,21.32,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001227,SO62933,3,SHP-016274,13620,487,4,9,6,RR-006,2013-08-23,2013-08-30,2013-09-01,1,1,54.99,53.34,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001228,SO62933,4,SHP-016274,13620,484,4,9,6,RR-005,2013-08-24,2013-08-28,2013-08-29,1,1,7.95,7.71,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001229,SO62947,2,SHP-016288,15261,477,4,9,6,RR-006,2013-08-27,2013-09-03,2013-09-05,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001230,SO62947,3,SHP-016288,15261,480,4,9,6,RR-003,2013-08-26,2013-09-05,2013-09-08,1,1,2.29,2.22,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001231,SO62964,1,SHP-016305,19777,475,3,4,100,RR-004,2013-08-19,2013-08-28,2013-09-01,1,1,69.99,67.89,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001232,SO62964,2,SHP-016305,19777,234,3,4,100,RR-003,2013-08-20,2013-08-26,2013-08-29,1,1,49.99,48.49,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001233,SO62972,1,SHP-016313,14787,476,3,10,98,RR-002,2013-08-22,2013-08-30,2013-08-31,1,1,69.99,67.89,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001234,SO63046,1,SHP-016387,14392,359,1,1,100,RR-006,2013-08-11,2013-08-18,2013-08-20,1,1,2294.99,2226.14,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001235,SO63063,2,SHP-016404,23122,225,3,9,6,RR-001,2013-08-25,2013-09-01,2013-09-03,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001236,SO63068,1,SHP-016409,19618,541,4,9,6,RR-006,2013-08-18,2013-08-21,2013-08-23,1,1,28.99,28.12,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001237,SO63071,1,SHP-016412,11722,489,3,1,100,RR-004,2013-08-14,2013-08-23,2013-08-27,1,1,53.99,52.37,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001238,SO63071,2,SHP-016412,11722,465,3,1,100,RR-003,2013-08-15,2013-08-21,2013-08-24,1,1,24.49,23.76,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001239,SO63087,1,SHP-016428,13861,485,4,1,100,RR-003,2013-08-12,2013-08-22,2013-08-25,1,1,21.98,21.32,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001240,SO63108,1,SHP-016449,13113,357,1,9,6,RR-005,2013-08-22,2013-08-26,2013-08-27,1,1,2319.99,2250.39,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001241,SO63108,3,SHP-016449,13113,528,4,9,6,RR-003,2013-08-24,2013-08-30,2013-09-02,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001242,SO63111,1,SHP-016452,24668,564,1,4,100,RR-003,2013-08-18,2013-08-24,2013-08-27,1,1,2384.07,2312.55,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001243,SO63111,2,SHP-016452,24668,541,4,4,100,RR-004,2013-08-17,2013-08-26,2013-08-30,1,1,28.99,28.12,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001244,SO63111,3,SHP-016452,24668,530,4,4,100,RR-005,2013-08-16,2013-08-20,2013-08-21,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001245,SO63111,4,SHP-016452,24668,487,4,4,100,RR-006,2013-08-15,2013-08-22,2013-08-24,1,1,54.99,53.34,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001246,SO63297,2,SHP-016463,12715,480,4,9,6,RR-005,2013-08-18,2013-08-22,2013-08-23,1,1,2.29,2.22,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001247,SO63298,1,SHP-016464,14185,374,1,7,100,RR-005,2013-08-17,2013-08-21,2013-08-22,1,1,2443.35,2370.05,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001248,SO63298,2,SHP-016464,14185,540,4,7,100,RR-006,2013-08-20,2013-08-23,2013-08-25,1,1,32.6,31.62,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001249,SO63298,3,SHP-016464,14185,529,4,7,100,RR-003,2013-08-19,2013-08-25,2013-08-28,1,1,3.99,3.87,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001250,SO63298,4,SHP-016464,14185,472,3,7,100,RR-004,2013-09-01,2013-09-06,2013-09-10,1,1,63.5,61.59,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001251,SO63301,3,SHP-016467,15924,231,3,7,100,RR-001,2013-09-02,2013-09-07,2013-09-11,1,1,49.99,48.49,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001252,SO63348,1,SHP-016514,20629,372,1,9,6,RR-003,2013-08-21,2013-08-31,2013-09-03,1,1,2443.35,2370.05,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001253,SO63348,2,SHP-016514,20629,529,4,9,6,RR-004,2013-08-20,2013-08-25,2013-08-29,1,1,3.99,3.87,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001254,SO63348,3,SHP-016514,20629,540,4,9,6,RR-005,2013-08-19,2013-08-27,2013-08-28,1,1,32.6,31.62,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001255,SO63348,4,SHP-016514,20629,480,4,9,6,RR-006,2013-08-26,2013-08-29,2013-08-31,1,1,2.29,2.22,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001256,SO63364,2,SHP-016530,18299,484,4,9,6,RR-006,2013-08-31,2013-09-07,2013-09-09,1,1,7.95,7.71,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001257,SO63407,4,SHP-016573,25221,225,3,9,6,RR-001,2013-08-15,2013-08-22,2013-08-24,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001258,SO63448,1,SHP-016614,29021,476,3,6,19,RR-004,2013-08-23,2013-08-28,2013-09-01,1,1,69.99,67.89,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001259,SO63449,2,SHP-016615,12959,228,3,6,19,RR-006,2013-08-22,2013-08-25,2013-08-27,1,1,49.99,48.49,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001260,SO63449,3,SHP-016615,12959,225,3,6,19,RR-003,2013-08-21,2013-08-27,2013-08-30,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001261,SO63490,3,SHP-016656,20674,225,3,1,100,RR-002,2013-08-23,2013-08-27,2013-08-28,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001262,SO63522,1,SHP-016688,16905,477,4,4,100,RR-005,2013-08-17,2013-08-21,2013-08-22,1,1,4.99,4.84,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001263,SO63523,1,SHP-016689,15919,474,3,10,98,RR-001,2013-08-20,2013-08-25,2013-08-29,1,1,69.99,67.89,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001264,SO63552,2,SHP-016718,16733,539,4,9,6,RR-003,2013-08-20,2013-08-30,2013-09-02,1,1,24.99,24.24,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001265,SO63552,3,SHP-016718,16733,480,4,9,6,RR-006,2013-08-21,2013-08-28,2013-08-30,1,1,2.29,2.22,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001266,SO63565,1,SHP-016731,14096,467,3,6,19,RR-001,2013-08-31,2013-09-07,2013-09-09,1,1,24.49,23.76,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001267,SO63565,2,SHP-016731,14096,488,3,6,19,RR-002,2013-08-28,2013-09-05,2013-09-06,1,1,53.99,52.37,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001268,SO63596,1,SHP-016762,14722,587,1,1,100,RR-004,2013-09-02,2013-09-07,2013-09-11,1,1,769.49,746.41,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001269,SO63615,1,SHP-016781,17659,583,1,1,100,RR-004,2013-09-01,2013-09-06,2013-09-10,1,1,1700.99,1649.96,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001270,SO63615,2,SHP-016781,17659,479,4,1,100,RR-003,2013-09-02,2013-09-12,2013-09-15,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001271,SO63628,1,SHP-016794,18194,225,3,9,6,RR-001,2013-08-24,2013-09-02,2013-09-06,1,1,8.99,8.72,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001272,SO63641,3,SHP-016807,27652,231,3,1,100,RR-005,2013-09-03,2013-09-07,2013-09-08,1,1,49.99,48.49,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001273,SO63648,2,SHP-016814,17598,214,4,4,100,RR-005,2013-08-25,2013-09-02,2013-09-03,1,1,34.99,33.94,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001274,SO63677,1,SHP-016843,25272,388,1,9,6,RR-004,2013-08-30,2013-09-04,2013-09-08,1,1,1120.49,1086.88,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001275,SO63677,2,SHP-016843,25272,488,3,9,6,RR-003,2013-08-31,2013-09-10,2013-09-13,1,1,53.99,52.37,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
RET-001276,SO63694,1,SHP-016860,13004,486,4,9,6,RR-005,2013-09-02,2013-09-06,2013-09-07,1,1,159,154.23,REFUND,REFUNDED,SIMULATED return linked to an AdventureWorks order line,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
