ad_date,campaign_id,target_country_code,channel,platform,billing_currency,impressions,clicks,conversions,spend,attributed_revenue_usd,ctr,conversion_rate,cost_per_click,cost_per_acquisition,roas,synthetic_note,data_origin,generator_version,scenario_id,seed,generated_at
2011-01-03,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1009,33,0,50.37,0,0.032706,0,1.5264,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-04,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1005,33,0,50.52,0,0.032836,0,1.5309,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-05,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1002,33,0,50.66,0,0.032934,0,1.5352,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-06,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,999,32,0,49.27,0,0.032032,0,1.5397,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-07,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,995,32,0,49.42,0,0.032161,0,1.5444,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-08,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1045,34,0,50.21,0,0.032536,0,1.4768,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-09,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1042,33,0,48.89,0,0.03167,0,1.4815,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-10,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,999,45,0,43.42,0,0.045045,0,0.9649,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-11,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1112,50,1,48.02,553.79,0.044964,0.02,0.9604,48.02,11.5325,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-12,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1005,45,0,43.01,0,0.044776,0,0.9558,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-13,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1009,46,0,43.76,0,0.04559,0,0.9513,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-14,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,985,44,0,43.24,0,0.04467,0,0.9827,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-15,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,989,44,0,43.05,0,0.044489,0,0.9784,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-16,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,992,44,0,42.85,0,0.044355,0,0.9739,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-17,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,995,45,0,43.62,0,0.045226,0,0.9693,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-18,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1025,45,0,41.8,0,0.043902,0,0.9289,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-19,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1139,50,1,46.22,553.63,0.043898,0.02,0.9244,46.22,11.9781,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-20,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1484,46,0,45.62,0,0.030997,0,0.9917,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-21,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1480,46,0,45.83,0,0.031081,0,0.9963,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-22,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1490,47,0,46.19,0,0.031544,0,0.9828,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-23,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1487,46,0,45.42,0,0.030935,0,0.9874,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-24,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1470,45,0,43.82,0,0.030612,0,0.9738,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-25,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1467,45,0,44.03,0,0.030675,0,0.9784,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-26,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1477,46,0,44.38,0,0.031144,0,0.9648,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-27,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1474,45,0,43.62,0,0.030529,0,0.9693,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-28,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1457,46,0,43.97,0,0.031572,0,0.9559,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-29,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1454,46,0,44.18,0,0.031637,0,0.9604,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-30,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1039,32,0,28,0,0.030799,0,0.875,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-01-31,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1042,32,0,27.86,0,0.03071,0,0.8706,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-01,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1404,49,0,66.62,0,0.0349,0,1.3596,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-02,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1394,48,0,65.9,0,0.034433,0,1.3729,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-03,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1397,48,0,65.69,0,0.034359,0,1.3685,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-04,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1414,49,0,67.72,0,0.034653,0,1.382,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-05,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1417,50,0,68.87,0,0.035286,0,1.3774,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-06,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1407,49,0,68.16,0,0.034826,0,1.391,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-07,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1411,49,0,67.94,0,0.034727,0,1.3865,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-08,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1427,48,0,63.75,0,0.033637,0,1.3281,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-09,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1430,48,0,63.53,0,0.033566,0,1.3235,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-10,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1421,32,0,42.78,0,0.022519,0,1.3369,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-11,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1417,32,0,42.93,0,0.022583,0,1.3416,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-12,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1427,32,0,42.5,0,0.022425,0,1.3281,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-13,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1424,32,0,42.64,0,0.022472,0,1.3325,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-14,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1407,31,0,40.89,0,0.022033,0,1.319,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-15,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1404,31,0,41.03,0,0.02208,0,1.3235,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-16,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1414,32,0,41.92,0,0.022631,0,1.31,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-17,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1411,31,0,40.75,0,0.02197,0,1.3145,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-18,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1447,68,0,93.36,0,0.046994,0,1.3729,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-19,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1444,67,0,92.29,0,0.046399,0,1.3775,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-20,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1042,35,0,25.72,0,0.033589,0,0.7349,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-21,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1045,35,0,25.57,0,0.033493,0,0.7306,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-22,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1049,35,0,25.41,0,0.033365,0,0.726,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-23,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1052,35,0,25.25,0,0.03327,0,0.7214,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-24,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1029,34,0,25.6,0,0.033042,0,0.7529,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-25,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1032,34,0,25.45,0,0.032946,0,0.7485,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-26,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1035,34,0,25.3,0,0.03285,0,0.7441,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-27,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1039,35,0,25.88,0,0.033686,0,0.7394,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-02-28,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1125,38,1,29.3,521.81,0.033778,0.026316,0.7711,29.3,17.8092,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-01,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,699,16,0,18.62,0,0.02289,0,1.1638,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-02,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,709,17,0,19.55,0,0.023977,0,1.15,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-03,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,705,17,0,19.63,0,0.024113,0,1.1547,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-04,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,715,17,0,20.01,0,0.023776,0,1.1771,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-05,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,712,17,0,20.09,0,0.023876,0,1.1818,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-06,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,722,17,0,19.86,0,0.023546,0,1.1682,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-07,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,719,17,0,19.93,0,0.023644,0,1.1724,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-08,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,676,16,0,19.12,0,0.023669,0,1.195,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-09,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,672,16,0,19.19,0,0.02381,0,1.1994,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-10,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,682,26,0,30.84,0,0.038123,0,1.1862,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-11,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,685,26,0,30.72,0,0.037956,0,1.1815,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-12,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,676,26,0,31.07,0,0.038462,0,1.195,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-13,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,679,26,0,30.95,0,0.038292,0,1.1904,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-14,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,669,25,0,29.2,0,0.037369,0,1.168,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-15,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,672,26,0,30.25,0,0.03869,0,1.1635,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-16,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,662,25,0,29.43,0,0.037764,0,1.1772,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-17,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,666,25,0,29.31,0,0.037538,0,1.1724,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-18,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,709,27,0,32.99,0,0.038082,0,1.2219,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-19,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,712,27,0,32.87,0,0.037921,0,1.2174,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-20,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1087,41,0,27.62,0,0.037718,0,0.6737,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-21,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1084,41,0,27.81,0,0.037823,0,0.6783,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-22,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1081,41,0,27.99,0,0.037928,0,0.6827,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-23,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1187,44,1,30.24,536.7,0.037068,0.022727,0.6873,30.24,17.748,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-24,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1210,46,1,30.17,534.61,0.038017,0.021739,0.6559,30.17,17.7199,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-25,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1097,42,0,27.73,0,0.038286,0,0.6602,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-26,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1094,42,0,27.92,0,0.038391,0,0.6648,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-27,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1090,41,0,27.44,0,0.037615,0,0.6693,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-28,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1114,41,0,73.3,0,0.036804,0,1.7878,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-29,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1110,41,0,73.49,0,0.036937,0,1.7924,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-30,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1177,44,1,30.83,537.96,0.037383,0.022727,0.7007,30.83,17.4492,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-03-31,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,1071,40,0,27.85,0,0.037348,0,0.6963,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-01,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,825,22,1,17.96,535.28,0.026667,0.045455,0.8164,17.96,29.804,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-02,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,718,19,0,15.43,0,0.026462,0,0.8121,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-03,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,722,19,0,15.34,0,0.026316,0,0.8074,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-04,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,698,18,0,15.1,0,0.025788,0,0.8389,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-05,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,702,19,0,15.86,0,0.027066,0,0.8347,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-06,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,705,19,0,15.77,0,0.02695,0,0.83,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-07,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,708,19,0,15.68,0,0.026836,0,0.8253,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-08,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,738,19,0,16.28,0,0.025745,0,0.8568,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-09,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,742,19,0,16.2,0,0.025606,0,0.8526,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-10,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,732,20,0,15.88,0,0.027322,0,0.794,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-11,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,728,20,0,15.97,0,0.027473,0,0.7985,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-12,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,725,20,0,16.06,0,0.027586,0,0.803,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-13,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,722,19,0,15.34,0,0.026316,0,0.8074,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-14,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,718,19,0,15.43,0,0.026462,0,0.8121,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-15,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,715,19,0,15.51,0,0.026573,0,0.8163,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-16,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,712,19,0,15.6,0,0.026685,0,0.8211,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-17,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,708,19,0,15.68,0,0.026836,0,0.8253,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-18,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,758,20,0,16.6,0,0.026385,0,0.83,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-19,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,755,20,0,16.69,0,0.02649,0,0.8345,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-20,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,752,19,0,16.62,0,0.025266,0,0.8747,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-21,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,755,19,0,16.54,0,0.025166,0,0.8705,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-22,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,745,18,0,15.91,0,0.024161,0,0.8839,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
2011-04-23,CMP-FR-SHOPPING,FR,Shopping,Google Merchant Center,USD,748,18,0,15.83,0,0.024064,0,0.8794,0,0,SIMULATED daily advertising performance,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
