shipment_id,sales_order_number,customer_key,sales_territory_key,origin_country,destination_country,destination_region,carrier_id,carrier_name,service_level,tracking_number,ship_date,promised_delivery_date,actual_delivery_date,transit_days,delay_days,on_time_flag,cross_border_flag,customs_delay_days,shipment_status,order_line_count,freight_amount,synthetic_note,data_origin,generator_version,scenario_id,seed,generated_at
SHP-013601,SO60164,19960,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-60164,2013-06-21,2013-06-26,2013-06-28,8,2,0,1,0,DELIVERED,3,63.55,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013602,SO60165,24457,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-60165,2013-06-21,2013-06-26,2013-06-25,5,0,1,1,0,DELIVERED,2,29.36,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013603,SO60166,25051,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-60166,2013-06-21,2013-06-26,2013-06-26,6,0,1,1,0,DELIVERED,2,29.36,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013604,SO60167,25106,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-60167,2013-06-21,2013-06-26,2013-06-27,7,1,0,1,0,DELIVERED,2,29.26,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013605,SO60168,11061,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-60168,2013-06-21,2013-06-26,2013-06-28,8,2,0,1,0,DELIVERED,1,59.6,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013606,SO60169,25402,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60169,2013-06-21,2013-06-26,2013-06-24,4,0,1,0,0,DELIVERED,2,31.25,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013607,SO60170,22233,6,United States,Canada,North America,CAR-002,ParcelBridge,Economy,SYN-002-60170,2013-06-21,2013-06-26,2013-06-27,7,1,0,1,0,DELIVERED,2,60.48,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013608,SO60171,25285,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60171,2013-06-21,2013-06-26,2013-06-24,4,0,1,0,0,DELIVERED,2,60.95,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013609,SO60172,23154,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60172,2013-06-21,2013-06-26,2013-06-24,4,0,1,0,0,DELIVERED,3,14.09,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013610,SO60173,25981,6,United States,Canada,North America,CAR-002,ParcelBridge,Economy,SYN-002-60173,2013-06-21,2013-06-26,2013-06-28,8,2,0,1,0,DELIVERED,2,14.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013611,SO60174,19546,6,United States,Canada,North America,CAR-003,GlobalPost,International Priority,SYN-003-60174,2013-06-21,2013-06-26,2013-06-27,7,1,0,1,0,DELIVERED,2,29.36,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013612,SO60175,20319,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60175,2013-06-21,2013-06-26,2013-06-23,3,0,1,0,0,DELIVERED,2,28.89,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013613,SO60176,20192,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60176,2013-06-21,2013-06-26,2013-06-23,3,0,1,0,0,DELIVERED,2,28.89,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013614,SO60177,17358,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60177,2013-06-21,2013-06-26,2013-06-25,5,0,1,0,0,DELIVERED,3,43.21,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013615,SO60178,11357,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-60178,2013-06-21,2013-06-26,2013-06-27,7,1,0,1,0,DELIVERED,3,20.66,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013616,SO60179,12954,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60179,2013-06-22,2013-06-27,2013-06-24,3,0,1,0,0,DELIVERED,1,0.22,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013617,SO60180,12672,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-60180,2013-06-22,2013-06-27,2013-06-27,6,0,1,1,0,DELIVERED,2,1.5,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013618,SO60181,23330,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-60181,2013-06-22,2013-06-27,2013-06-28,7,1,0,1,0,DELIVERED,2,0.8,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013619,SO60182,22179,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-60182,2013-06-22,2013-06-27,2013-06-29,8,2,0,1,0,DELIVERED,1,0.55,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013620,SO60183,18901,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-60183,2013-06-22,2013-06-27,2013-06-26,5,0,1,1,0,DELIVERED,1,0.88,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013621,SO60184,26030,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-60184,2013-06-22,2013-06-27,2013-06-27,6,0,1,1,0,DELIVERED,1,0.54,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013622,SO60185,24243,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-60185,2013-06-22,2013-06-27,2013-06-28,7,1,0,1,0,DELIVERED,3,1.22,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013623,SO60186,18306,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-60186,2013-06-22,2013-06-27,2013-06-29,8,2,0,1,0,DELIVERED,1,0.06,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013624,SO60187,19954,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-60187,2013-06-22,2013-06-27,2013-06-26,5,0,1,1,0,DELIVERED,2,0.35,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013625,SO60188,17739,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60188,2013-06-22,2013-06-27,2013-06-27,6,0,1,1,0,DELIVERED,2,43.4,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013626,SO60189,17754,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60189,2013-06-22,2013-06-27,2013-06-28,7,1,0,1,0,DELIVERED,2,43.87,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013627,SO60190,21012,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60190,2013-06-22,2013-06-27,2013-06-26,5,0,1,1,0,DELIVERED,3,42.87,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013628,SO60191,21848,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60191,2013-06-22,2013-06-27,2013-06-29,8,2,0,1,0,DELIVERED,1,14.12,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013629,SO60192,17794,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60192,2013-06-22,2013-06-27,2013-06-28,7,1,0,1,0,DELIVERED,3,14.11,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013630,SO60193,17085,10,United States,United Kingdom,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60193,2013-06-22,2013-06-27,2013-06-27,6,0,1,1,0,DELIVERED,3,20.11,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013631,SO60194,15094,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60194,2013-06-22,2013-06-27,2013-06-26,5,0,1,1,0,DELIVERED,4,59.1,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013632,SO60195,28343,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60195,2013-06-22,2013-06-27,2013-06-26,5,0,1,0,0,DELIVERED,1,1.35,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013633,SO60196,11721,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60196,2013-06-22,2013-06-27,2013-06-25,4,0,1,0,0,DELIVERED,2,1.57,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013634,SO60197,11320,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60197,2013-06-22,2013-06-27,2013-06-24,3,0,1,0,0,DELIVERED,1,0.06,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013635,SO60198,11176,6,United States,Canada,North America,CAR-004,EuroFreight,International Economy,SYN-004-60198,2013-06-22,2013-06-27,2013-06-26,5,0,1,1,0,DELIVERED,1,0.06,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013636,SO60199,29034,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60199,2013-06-22,2013-06-27,2013-06-25,4,0,1,0,0,DELIVERED,4,4.76,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013637,SO60200,11330,6,United States,Canada,North America,CAR-004,EuroFreight,International Economy,SYN-004-60200,2013-06-22,2013-06-27,2013-06-26,5,0,1,1,0,DELIVERED,3,1.46,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013638,SO60201,11287,6,United States,Canada,North America,CAR-003,GlobalPost,International Priority,SYN-003-60201,2013-06-22,2013-06-27,2013-06-29,8,2,0,1,0,DELIVERED,2,0.59,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013639,SO60202,24970,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60202,2013-06-22,2013-06-27,2013-06-26,5,0,1,0,0,DELIVERED,3,0.97,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013640,SO60203,23045,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60203,2013-06-22,2013-06-27,2013-06-25,4,0,1,0,0,DELIVERED,2,0.87,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013641,SO60204,25160,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60204,2013-06-22,2013-06-27,2013-06-24,3,0,1,0,0,DELIVERED,4,1.17,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013642,SO60205,19729,6,United States,Canada,North America,CAR-004,EuroFreight,International Economy,SYN-004-60205,2013-06-22,2013-06-27,2013-06-29,8,2,0,1,0,DELIVERED,2,0.81,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013643,SO60206,21458,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60206,2013-06-22,2013-06-27,2013-06-25,4,0,1,0,0,DELIVERED,3,1.25,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013644,SO60207,20315,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60207,2013-06-22,2013-06-27,2013-06-24,3,0,1,0,0,DELIVERED,3,3.32,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013645,SO60208,20018,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60208,2013-06-22,2013-06-27,2013-06-26,5,0,1,0,0,DELIVERED,1,1.75,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013646,SO60209,19834,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60209,2013-06-22,2013-06-27,2013-06-25,4,0,1,0,0,DELIVERED,2,3,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013647,SO60210,19633,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60210,2013-06-22,2013-06-27,2013-06-24,3,0,1,0,0,DELIVERED,2,1.5,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013648,SO60211,18678,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60211,2013-06-22,2013-06-27,2013-06-25,4,0,1,0,0,DELIVERED,2,1.97,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013649,SO60212,16774,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60212,2013-06-22,2013-06-27,2013-06-26,5,0,1,0,0,DELIVERED,2,1.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013650,SO60213,16371,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60213,2013-06-22,2013-06-27,2013-06-24,3,0,1,0,0,DELIVERED,2,1.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013651,SO60214,16736,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60214,2013-06-22,2013-06-27,2013-06-26,5,0,1,0,0,DELIVERED,2,1.5,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013652,SO60215,16460,10,United States,United Kingdom,Europe,CAR-002,ParcelBridge,Economy,SYN-002-60215,2013-06-22,2013-06-27,2013-06-28,7,1,0,1,0,DELIVERED,2,0.18,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013653,SO60216,11434,10,United States,United Kingdom,Europe,CAR-004,EuroFreight,International Economy,SYN-004-60216,2013-06-22,2013-06-27,2013-06-29,8,2,0,1,0,DELIVERED,3,1.22,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013654,SO60217,25740,7,United States,France,Europe,CAR-002,ParcelBridge,Economy,SYN-002-60217,2013-06-22,2013-06-27,2013-06-26,5,0,1,1,0,DELIVERED,1,1.35,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013655,SO60218,23979,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60218,2013-06-22,2013-06-27,2013-06-27,6,0,1,1,0,DELIVERED,2,0.16,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013656,SO60219,22704,7,United States,France,Europe,CAR-004,EuroFreight,International Economy,SYN-004-60219,2013-06-22,2013-06-27,2013-06-28,7,1,0,1,0,DELIVERED,3,1.05,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013657,SO60220,25680,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60220,2013-06-22,2013-06-27,2013-06-28,7,1,0,1,0,DELIVERED,3,0.69,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013658,SO60221,27329,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60221,2013-06-22,2013-06-27,2013-06-27,6,0,1,1,0,DELIVERED,2,1,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013659,SO60222,14526,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60222,2013-06-22,2013-06-27,2013-06-26,5,0,1,1,0,DELIVERED,2,0.74,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013660,SO60223,25514,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60223,2013-06-22,2013-06-27,2013-06-29,8,2,0,1,0,DELIVERED,2,0.18,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013661,SO60224,11622,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60224,2013-06-22,2013-06-27,2013-06-25,4,0,1,0,0,DELIVERED,4,3.29,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013662,SO60225,13760,6,United States,Canada,North America,CAR-003,GlobalPost,International Priority,SYN-003-60225,2013-06-22,2013-06-27,2013-06-27,6,0,1,1,0,DELIVERED,3,1.87,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013663,SO60226,11143,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60226,2013-06-22,2013-06-27,2013-06-24,3,0,1,0,0,DELIVERED,3,1.06,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013664,SO60227,12541,7,United States,France,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60227,2013-06-22,2013-06-27,2013-06-29,8,2,0,1,0,DELIVERED,1,0.22,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013665,SO60228,17154,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60228,2013-06-22,2013-06-27,2013-06-25,4,0,1,0,0,DELIVERED,4,44.12,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013666,SO60229,19689,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60229,2013-06-22,2013-06-27,2013-06-24,3,0,1,0,0,DELIVERED,5,17.02,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013667,SO60230,14364,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60230,2013-06-22,2013-06-27,2013-06-26,5,0,1,0,0,DELIVERED,3,22.34,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013668,SO60231,13976,1,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60231,2013-06-22,2013-06-27,2013-06-24,3,0,1,0,0,DELIVERED,2,58.25,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013669,SO60232,15175,6,United States,Canada,North America,CAR-004,EuroFreight,International Economy,SYN-004-60232,2013-06-22,2013-06-27,2013-06-27,6,0,1,1,0,DELIVERED,6,61.66,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013670,SO60233,11854,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60233,2013-06-22,2013-06-27,2013-06-25,4,0,1,0,0,DELIVERED,7,60.17,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013671,SO60234,13461,4,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60234,2013-06-22,2013-06-27,2013-06-25,4,0,1,0,0,DELIVERED,1,57.37,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013672,SO60235,20861,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60235,2013-06-22,2013-06-27,2013-06-26,5,0,1,1,0,DELIVERED,4,19.47,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013673,SO60236,19196,8,United States,Germany,Europe,CAR-003,GlobalPost,International Priority,SYN-003-60236,2013-06-22,2013-06-27,2013-06-27,6,0,1,1,0,DELIVERED,3,32.33,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013674,SO60237,20221,9,United States,Australia,Pacific,CAR-003,GlobalPost,International Priority,SYN-003-60237,2013-06-22,2013-06-27,2013-06-28,7,1,0,1,0,DELIVERED,3,61.43,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013675,SO60238,19971,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-60238,2013-06-22,2013-06-27,2013-06-29,8,2,0,1,0,DELIVERED,2,61.96,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013676,SO60239,19957,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-60239,2013-06-22,2013-06-27,2013-06-26,5,0,1,1,0,DELIVERED,3,61.43,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013677,SO60240,11072,9,United States,Australia,Pacific,CAR-002,ParcelBridge,Economy,SYN-002-60240,2013-06-22,2013-06-27,2013-06-26,5,0,1,1,0,DELIVERED,3,59.95,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013678,SO60241,11104,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-60241,2013-06-22,2013-06-27,2013-06-29,8,2,0,1,0,DELIVERED,2,60.95,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013679,SO60242,11106,9,United States,Australia,Pacific,CAR-004,EuroFreight,International Economy,SYN-004-60242,2013-06-22,2013-06-27,2013-06-28,7,1,0,1,0,DELIVERED,1,59.6,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013680,SO60243,25622,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60243,2013-06-22,2013-06-27,2013-06-25,4,0,1,0,0,DELIVERED,3,59.95,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013681,SO60244,20371,4,United States,United States,North America,CAR-002,ParcelBridge,Economy,SYN-002-60244,2013-06-22,2013-06-27,2013-06-26,5,0,1,0,0,DELIVERED,2,29.36,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
SHP-013682,SO60245,17477,1,United States,United States,North America,CAR-001,NorthStar Express,Standard,SYN-001-60245,2013-06-22,2013-06-27,2013-06-25,4,0,1,0,0,DELIVERED,1,42.52,SIMULATED shipment linked to AdventureWorks SalesOrderNumber,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
